CV_CCT|CV_TURNO|TURNO|NOMBRECT|C_NOM_ENT|CV_MUN|C_NOM_MUN|CV_LOC|C_NOM_LOC|C_NOM_VIALIDAD|N_EXTNUM|CONTROL|SUBCONTROL|TIPO|NIVEL|SUBNIVEL|CV_CARACTERIZAN1|C_CARACTERIZAN1|CV_CARACTERIZAN2|C_CARACTERIZAN2|ZONA|JEFSEC|SERVREG|CV_ESTATUS_CAPTURA|PERIODO|V1|V2|V3|V4|V5|V6|V7|V8|V9|V10|V11|V12|V13|V14|V15|V16|V17|V18|V19|V20|V21|V22|V23|V24|V25|V26|V27|V28|V29|V30|V31|V32|V33|V34|V35|V36|V37|V38|V39|V40|V41|V42|V43|V44|V45|V46|V47|V48|V49|V50|V51|V52|V53|V54|V55|V56|V57|V58|V59|V60|V61|V62|V63|V64|V65|V66|V67|V68|V69|V70|V71|V72|V73|V74|V75|V76|V77|V78|V79|V80|V81|V82|V83|V84|V85|V86|V87|V88|V89|V90|V91|V92|V93|V94|V95|V96|V97|V98|V99|V100|V101|V102|V103|V104|V105|V106|V107|V108|V109|V110|V111|V112|V113|V114|V115|V116|V117|V118|V119|V120|V121|V122|V123|V124|V125|V126|V127|V128|V129|V130|V131|V132|V133|V134|V135|V136|V137|V138|V139|V140|V141|V142|V143|V144|V145|V146|V147|V148|V149|V150|V151|V152|V153|V154|V155|V156|V157|V158|V159|V160|V161|V162|V163|V164|V165|V166|E167|V168|V169|V170|V171|V172|V173|V174|V175|V176|V177|E178|V179|V180|V181|V182|V183|V184|V185|V186|V187|V188|E189|V190|V191|V192|V193|V194|V195|V196|V197|V198|V199|V200|V201|V202|V203|V204|V205|V206|V207|V208|V209|V210|V211|V212|V213|V214|V215|FECHA_ENTREGA|
32PBT0157F|4|DISCONTINUO|INSTITUTO TECNICO DE ESTUDIOS EN COMPUTACION E INTERNET|ZACATECAS|047|TEÚL DE GONZÁLEZ ORTEGA|0001|TEÚL DE GONZÁLEZ ORTEGA|CALLE NIÑOS HEROES|13|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA|||32ADG0014K|3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0158E|1|MATUTINO|INSTITUTO TECNICO DE ESTUDIOS EN COMPUTACION E INTERNET|ZACATECAS|045|TEPECHITLÁN|0001|TEPECHITLÁN|CALLE INDEPENDENCIA|13|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA|||32ADG0014K|3|I2017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19/10/2017 0:00:00|
32PBT0159D|4|DISCONTINUO|INSTITUTO EN CONOCIMIENTOS ESTETICOS Y COSMETRIA SPA|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|CALLE BENITO JUAREZ|48|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA|||32ADG0014K|0|I2017|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|8|7|2|0|0|0|28|0|11|8|7|2|0|0|0|28|0|11|8|7|2|0|0|0|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|0|0|0|0|3|2|0|1|0|3|23/10/2017 0:00:00|
32PBT0160T|4|DISCONTINUO|INSTITUTO DE BELLEZA NUEVA VISION|ZACATECAS|014|GENERAL FRANCISCO R. MURGUÍA|0001|NIEVES|CALLE ABASOLO|36|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|6|3|2|1|0|0|0|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|3|2|1|0|0|0|12|0|6|3|2|1|0|0|0|12|0|2|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|2|0|0|0|2|2|12/10/2017 0:00:00|
32PBT0161S|4|DISCONTINUO|INSTITUTO ANGELUS|ZACATECAS|019|JALPA|0001|JALPA|CALLE JUAREZ|630|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|2|7|0|1|0|0|0|1|0|0|2|0|1|0|0|0|1|0|0|2|0|1|0|0|0|1|0|0|2|0|18|15|13|3|0|0|0|49|0|18|15|13|3|0|0|0|49|0|18|15|13|3|0|0|0|49|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|3|0|0|0|0|5|1|0|0|3|4|12/10/2017 0:00:00|
32PBT0163Q|4|DISCONTINUO|INSTITUTO TECNICO DE COMPUTACION AVANZADA Y SISTEMAS|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|AVENIDA 5 DE MAYO|49|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|2|7|3|2|2|1|0|0|17|2|2|2|0|2|1|0|0|9|2|2|1|0|1|1|0|0|7|0|5|2|2|1|0|0|0|10|0|5|2|2|1|0|0|0|10|0|5|2|2|1|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|0|3|0|0|0|2|2|16/10/2017 0:00:00|
32PBT0164P|4|DISCONTINUO|PLAYING LEARNING|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|AVENIDA SIERRA MADRE|524|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|4|5|1|0|0|0|0|0|0|6|5|1|0|0|0|0|0|0|6|5|1|0|0|0|0|0|0|6|7|3|2|0|3|0|0|0|15|7|3|2|0|2|0|0|0|14|7|3|2|0|2|0|0|0|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|1|17/10/2017 0:00:00|
32PBT0165O|4|DISCONTINUO|INSTITUTO TECNICO DE ESTUDIOS EN COMPUTACION E INTERNET|ZACATECAS|048|TLALTENANGO DE SÁNCHEZ ROMÁN|0001|TLALTENANGO DE SÁNCHEZ ROMÁN|CALLE NIÑOS HEROES|1|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|2|5|0|8|2|0|2|0|0|0|12|0|8|2|0|2|0|0|0|12|0|8|2|0|1|0|0|0|11|2|24|1|1|0|1|0|0|29|2|24|1|1|0|1|0|0|29|2|24|1|1|0|1|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|0|0|0|1|4|0|0|0|2|2|19/10/2017 0:00:00|
32PBT0166N|4|DISCONTINUO|"ACADEMIA DE BELLEZA ""ARTE Y ESTILO"""|ZACATECAS|054|VILLA HIDALGO|0001|VILLA HIDALGO|CALLE PRIVADA HIDALGO|5|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|8|14|11|4|0|0|0|37|0|5|13|8|4|0|0|0|30|0|5|13|8|4|0|0|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|CULTORADEBELLEZA|0|1|0|0|0|0|0|0|0|0|COSMETOLOGA|0|0|0|0|0|1|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|0|3|3|0|0|0|3|14/10/2017 0:00:00|
32PBT0167M|4|DISCONTINUO|INSTITUTO INTEGRAL SUAIL|ZACATECAS|024|LORETO|0001|LORETO|CALLE MIGUEL AUZA COL. EL MEZQUITAL|707|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|2|8|6|7|7|4|2|0|0|0|26|6|7|6|4|2|0|0|0|25|6|7|6|4|2|0|0|0|25|8|22|29|20|9|1|0|0|89|8|13|27|19|8|1|0|0|76|8|13|27|19|8|1|0|0|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|3|3|0|0|0|3|19/10/2017 0:00:00|
32PBT0168L|4|DISCONTINUO|ACADEMIA DE BELLEZA D'VANNEY|ZACATECAS|022|JUAN ALDAMA|0001|JUAN ALDAMA|CALLE PLUTARCO ELIAS CALLES|13|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|0|11|8|4|1|0|0|0|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|8|4|1|0|0|0|24|0|11|8|4|1|0|0|0|24|0|0|2|4|1|0|0|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|2|1|0|0|1|2|10/10/2017 0:00:00|
32PBT0169K|4|DISCONTINUO|VLASY INSTITUTO|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|CALLE AV. HEROICO COLEGIO MILITAR ORIENTE PLANTA BAJA|28|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|15|0|0|0|0|0|3|0|0|3|0|0|0|0|0|3|0|0|3|0|0|0|0|0|3|0|0|3|0|14|59|53|37|19|3|0|185|0|13|55|53|36|19|3|0|179|0|13|55|53|36|19|3|0|179|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|3|6|1|0|0|0|1|11/10/2017 0:00:00|
32PBT0170Z|4|DISCONTINUO|ACADEMIA DE BELLEZA ALEJANDRA STYLE|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|AVENIDA GUERRERO ALTOS|1|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|8|0|0|0|2|0|0|0|0|2|0|0|0|2|0|0|0|0|2|0|0|0|1|0|0|0|0|1|2|39|25|15|15|2|0|0|98|2|28|25|15|15|2|0|0|87|0|0|7|2|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|2|0|0|0|1|5|2|0|1|1|4|20/10/2017 0:00:00|
32PBT0172Y|4|DISCONTINUO|"INSTITUTO DE BELLEZA ""METAMORFOSIS"""|ZACATECAS|044|TABASCO|0001|TABASCO|CALLE MARIANO ESCOBEDO|107|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|3|6|0|0|0|0|16|0|3|3|3|0|0|0|0|9|0|3|3|3|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0|0|1|13/10/2017 0:00:00|
32PBT0173X|4|DISCONTINUO|ASPIDPRO COSMECEUTICA ROFESIONAL, PLANTEL ZACATECAS|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE GENERAL BENITO LOPEZ BERNAL|110|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|8|0|0|1|1|0|0|0|0|2|0|0|1|1|0|0|0|0|2|0|0|1|1|0|0|0|0|2|0|8|7|40|6|3|1|0|65|0|8|7|34|5|2|1|0|57|0|8|7|34|5|2|1|0|57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|5|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|7|0|0|0|1|10|5|0|4|0|9|09/10/2017 0:00:00|
32PBT0174W|4|DISCONTINUO|ESCUELA DE TECNICA DENTAL  ZACATECAS A.C.|ZACATECAS|017|GUADALUPE|0001|GUADALUPE|CALLE PRIVADA REAL DE APOZOL|10|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|4|0|2|2|1|2|1|0|0|8|0|2|1|1|2|1|0|0|7|0|0|1|0|0|1|0|0|2|0|1|2|0|1|0|1|1|6|0|1|2|0|1|0|1|1|6|0|0|0|0|1|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|1|17/10/2017 0:00:00|
32PBT0175V|4|DISCONTINUO|INSTITUTO DEL SAGRADO CORAZON|ZACATECAS|056|ZACATECAS|0001|ZACATECAS|CALLE ANTIGUA MATAMOROS|219|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||3|I2017|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20/10/2017 0:00:00|
32PBT0176U|4|DISCONTINUO|INSTITUTO EDUCATIVO FRIDA KAHLO CALDERON|ZACATECAS|034|NOCHISTLÁN DE MEJÍA|0001|NOCHISTLÁN DE MEJÍA|CALLE CRISTOBAL COLON|25|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|2|4|2|8|5|4|0|0|0|0|19|0|3|0|0|0|0|0|0|3|0|1|0|0|0|0|0|0|1|4|11|10|9|0|0|0|0|34|3|10|9|7|0|0|0|0|29|3|10|9|7|0|0|0|0|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|0|0|1|4|0|0|0|3|3|19/10/2017 0:00:00|
32PBT0177T|4|DISCONTINUO|"INSTITUTO DE BELLEZA ""ELEGANZA"""|ZACATECAS|020|JEREZ|0001|JEREZ DE GARCÍA SALINAS|CALLE BIZARRA CAPITAL|64|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|28|29|8|0|0|0|89|0|24|28|29|8|0|0|0|89|0|24|28|29|8|0|0|0|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|3|0|0|1|0|5|1|0|0|3|4|18/10/2017 0:00:00|
32PBT0178S|4|DISCONTINUO|COLEGIO SIERRA MADRE|ZACATECAS|010|FRESNILLO|0001|FRESNILLO|CALLE FRANCISCO JAVIER MINA|240|PRIVADO|PRIVADO|CAPACITACIÓN|FORMACIÓN PARA EL TRABAJO|FORMACIÓN PARA EL TRABAJO|0|NO APLICA|0|NO APLICA||||0|I2017|1|1|0|1|1|0|1|1|0|0|4|0|1|1|0|1|1|0|0|4|0|1|1|0|1|1|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0||0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|2|1|6|1|0|0|0|1|12/10/2017 0:00:00|
